word,n_morphemes,note,n_pref,n_root,n_suff,prs,zipf_freq
ammunition,1,{(ammunition)},0,1,0,"0,1,0",3.91
amnesia,1,{(amnesia)},0,1,0,"0,1,0",3.34
amnesties,1,{(amnesty)},0,1,0,"0,1,0",1.84
amnesty,1,{(amnesty)},0,1,0,"0,1,0",3.63
amoeba,1,{(amoeba)},0,1,0,"0,1,0",2.64
amoebae,1,{(amoebae)},0,1,0,"0,1,0",1.86
amoebic,1,{(amoebic)},0,1,0,"0,1,0",1.79
amok,1,{(amok)},0,1,0,"0,1,0",2.77
among,1,{(among)},0,1,0,"0,1,0",5.31
amongst,2,{(among)>est>},0,1,1,"0,1,1",4.31
amoral,2,<a<{(moral)},1,1,0,"1,1,0",2.65
amorality,3,<a<{(morale)}>ity>,1,1,1,"1,1,1",1.78
amorous,1,{(amorous)},0,1,0,"0,1,0",2.76
amorously,2,{(amorous)}>ly>,0,1,1,"0,1,1",1.23
amorousness,2,{(amorous)}>ness>,0,1,1,"0,1,1",0.0
amorphous,3,{<a<(morph)>ious>},1,1,1,"1,1,1",2.95
amorphousness,4,{<a<(morph)>ious>}>ness>,1,1,2,"1,1,2",0.0
amortization,4,{<a<(mort)>ize>}>ion>,1,1,2,"1,1,2",2.97
amortize,3,{<a<(mort)>ize>},1,1,1,"1,1,1",1.81
amortized,3,{<a<(mort)>ize>},1,1,1,"1,1,1",2.3
amory,1,{(amory)},0,1,0,"0,1,0",2.47
amount,2,{<a<(mount)},1,1,0,"1,1,0",5.13
amour,1,{(amour)},0,1,0,"0,1,0",3.03
amp,1,{(amp)},0,1,0,"0,1,0",3.8
amperage,2,{(ampere)}>age>,0,1,1,"0,1,1",2.16
ampere,1,{(ampere)},0,1,0,"0,1,0",2.21
ampersand,1,{(ampersand)},0,1,0,"0,1,0",2.15
amphetamine,1,{(amphetamine)},0,1,0,"0,1,0",2.93
amphibian,2,{(amphibio)>ian>},0,1,1,"0,1,1",2.72
amphibious,2,{(amphibio)>ious>},0,1,1,"0,1,1",3.06
amphitheater,2,{(amphi)(theater)},0,2,0,"0,2,0",2.8
amphitheatre,2,{(amphi)(theater)},0,2,0,"0,2,0",2.84
amphora,1,{(amphora)},0,1,0,"0,1,0",2.21
ample,1,{(ample)},0,1,0,"0,1,0",3.71
ampler,2,{(ample)}>er>,0,1,1,"0,1,1",0.0
amplest,2,{(ample)}>est>,0,1,1,"0,1,1",0.0
amplification,3,{(ample)>ify>}>ion>,0,1,2,"0,1,2",3.12
amplified,2,{(ample)>ify>},0,1,1,"0,1,1",3.34
amplifier,3,{(ample)>ify>}>er>,0,1,2,"0,1,2",3.45
amplifies,2,{(ample)>ify>},0,1,1,"0,1,1",2.61
amplify,2,{(ample)>ify>},0,1,1,"0,1,1",3.16
amplitude,2,{(ample)>itude>},0,1,1,"0,1,1",3.28
amply,2,{(ample)}>y>,0,1,1,"0,1,1",2.61
ampoule,1,{(ampoule)},0,1,0,"0,1,0",2.04
amputate,2,{(amput)>ate>},0,1,1,"0,1,1",2.41
amputated,2,{(amput)>ate>},0,1,1,"0,1,1",2.93
amputation,3,{(amput)>ate>}>ion>,0,1,2,"0,1,2",3.02
amputee,2,{(amput)>ee>},0,1,1,"0,1,1",2.72
amsterdam,1,{(amsterdam)},0,1,0,"0,1,0",4.03
amulet,1,{(amulet)},0,1,0,"0,1,0",2.99
amuse,1,{(amuse)},0,1,0,"0,1,0",3.12
amused,1,{(amuse)},0,1,0,"0,1,0",3.53
amusedly,2,{(amuse)}>ly>,0,1,1,"0,1,1",1.04
amusement,2,{(amuse)}>ment>,0,1,1,"0,1,1",3.74
amusingly,2,{(amuse)}>ly>,0,1,1,"0,1,1",2.46
amy,1,{(amy)},0,1,0,"0,1,0",4.2
anachronism,3,{<ana<(chrono)>ism>},1,1,1,"1,1,1",2.53
anachronistic,3,{<ana<(chrono)>ic>},1,1,1,"1,1,1",2.69
anachronistically,4,{<ana<(chrono)>ic>}>ly>,1,1,2,"1,1,2",1.68
anaconda,1,{(anaconda)},0,1,0,"0,1,0",2.97
anaemia,1,{(anaemia)},0,1,0,"0,1,0",2.51
anaemic,1,{(anaemic)},0,1,0,"0,1,0",2.23
anaemically,2,{(anaemic)}>ly>,0,1,1,"0,1,1",0.0
anaerobic,3,<a<{(aerobe)}>ic>,1,1,1,"1,1,1",2.97
anaesthesia,1,{(anaesthesia)},0,1,0,"0,1,0",2.71
anaesthetic,4,{<a<<aes<(thet)>ic>},2,1,1,"2,1,1",2.93
anaesthetist,4,{<a<<aes<(thet)>ist>},2,1,1,"2,1,1",2.23
anaesthetize,4,{<a<<aes<(thet)>ize>},2,1,1,"2,1,1",0.0
anaesthetized,4,{<a<<aes<(thet)>ize>},2,1,1,"2,1,1",1.43
anagram,2,{<ana<(gram)},1,1,0,"1,1,0",2.67
anal,1,{(anal)},0,1,0,"0,1,0",3.94
analeptic,1,{(analeptic)},0,1,0,"0,1,0",1.1
analgesia,1,{(analgesia)},0,1,0,"0,1,0",2.37
analgesic,1,{(analgesic)},0,1,0,"0,1,0",2.68
analogies,2,{(analog)>y>},0,1,1,"0,1,1",2.93
analogize,2,{(analog)>ize>},0,1,1,"0,1,1",1.35
analogized,2,{(analog)>ize>},0,1,1,"0,1,1",1.41
analogous,2,{(analog)>ious>},0,1,1,"0,1,1",3.36
analogously,3,{(analog)>ious>}>ly>,0,1,2,"0,1,2",2.1
analogue,1,{(analog)},0,1,0,"0,1,0",3.28
analogy,2,{(analog)>y>},0,1,1,"0,1,1",3.71
analyse,1,{(analyse)},0,1,0,"0,1,0",3.47
analysed,1,{(analyse)},0,1,0,"0,1,0",3.48
analysis,1,{(analysis)},0,1,0,"0,1,0",4.91
analyst,1,{(analyst)},0,1,0,"0,1,0",4.03
analytic,1,{(analytic)},0,1,0,"0,1,0",3.31
analytical,2,{(analytic)}>al>,0,1,1,"0,1,1",3.73
analytically,3,{(analytic)}>al>>ly>,0,1,2,"0,1,2",2.46
analyzable,2,{(analyze)}>able>,0,1,1,"0,1,1",1.42
analyze,1,{(analyze)},0,1,0,"0,1,0",3.84
analyzed,1,{(analyze)},0,1,0,"0,1,0",3.9
analyzer,2,{(analyze)}>er>,0,1,1,"0,1,1",3.06
anarchic,3,{<a<(arch)}>ic>,1,1,1,"1,1,1",2.55
anarchical,4,{<a<(arch)}>ic>>al>,1,1,2,"1,1,2",1.39
anarchically,5,{<a<(arch)}>ic>>al>>ly>,1,1,3,"1,1,3",0.0
anarchism,3,{<a<(arch)}>ism>,1,1,1,"1,1,1",3.02
anarchist,3,{<a<(arch)}>ist>,1,1,1,"1,1,1",3.36
anarchistic,4,{<a<(arch)}>ist>>ic>,1,1,2,"1,1,2",2.02
anarchistically,5,{<a<(arch)}>ist>>ic>>ally>,1,1,3,"1,1,3",0.0
anarchy,3,{<a<(arch)}>y>,1,1,1,"1,1,1",3.52
anathema,1,{(anathema)},0,1,0,"0,1,0",2.79
anatomic,2,{(anatom)>ic>},0,1,1,"0,1,1",2.5
anatomical,3,{(anatom)>ic>}>al>,0,1,2,"0,1,2",3.21
anatomically,4,{(anatom)>ic>}>al>>ly>,0,1,3,"0,1,3",2.69
anatomies,2,{(anatom)>y>},0,1,1,"0,1,1",1.67
anatomist,2,{(anatom)>ist>},0,1,1,"0,1,1",2.22
anatomy,2,{(anatom)>y>},0,1,1,"0,1,1",3.94
ancestor,1,{(ancestor)},0,1,0,"0,1,0",3.49
ancestral,2,{(ancestor)>al>},0,1,1,"0,1,1",3.43
ancestries,2,{(ancestor)>y>},0,1,1,"0,1,1",1.74
ancestry,2,{(ancestor)>y>},0,1,1,"0,1,1",3.5
anchor,1,{(anchor)},0,1,0,"0,1,0",4.02
anchorages,2,{(anchor)}>age>,0,1,1,"0,1,1",2.0
anchorite,1,{(anchorite)},0,1,0,"0,1,0",1.65
anchorman,2,{(anchor)}{(man)},0,2,0,"0,2,0",2.63
anchormen,2,{(anchor)}{(men)},0,2,0,"0,2,0",1.19
anchovies,1,{(anchovy)},0,1,0,"0,1,0",2.72
anchovy,1,{(anchovy)},0,1,0,"0,1,0",2.58
ancient,1,{(ancient)},0,1,0,"0,1,0",4.68
anciently,2,{(ancient)}>ly>,0,1,1,"0,1,1",2.01
ancillaries,1,{(ancillary)},0,1,0,"0,1,0",1.73
ancillary,1,{(ancillary)},0,1,0,"0,1,0",3.06
and,1,{(and)},0,1,0,"0,1,0",7.41
andante,1,{(andante)},0,1,0,"0,1,0",2.25
andiron,1,{(andiron)},0,1,0,"0,1,0",0.0
andrew,1,{(andrew)},0,1,0,"0,1,0",4.57
androgynous,3,{(andro)(gyn)>ious>},0,2,1,"0,2,1",2.7
andy,1,{(andy)},0,1,0,"0,1,0",4.43
anecdotal,2,{(anecdote)}>al>,0,1,1,"0,1,1",3.17
anecdote,1,{(anecdote)},0,1,0,"0,1,0",3.2
anemia,1,{(anemia)},0,1,0,"0,1,0",3.17
anemic,1,{(anemic)},0,1,0,"0,1,0",2.76
anemometer,1,{(anemometer)},0,1,0,"0,1,0",1.87
anemone,1,{(anemone)},0,1,0,"0,1,0",2.56
anent,1,{(anent)},0,1,0,"0,1,0",2.22
aneroid,1,{(aneroid)},0,1,0,"0,1,0",1.51
anesthetic,4,{<a<<es<(thet)>ic>},2,1,1,"2,1,1",3.06
anesthetically,5,{<a<<es<(thet)>ic>}>ly>,2,1,2,"2,1,2",0.0
anesthetized,4,{<a<<es<(thet)>ize>},2,1,1,"2,1,1",2.27
anew,1,{(anew)},0,1,0,"0,1,0",3.2
angel,1,{(angel)},0,1,0,"0,1,0",4.45
angelic,2,{(angel)}>ic>,0,1,1,"0,1,1",3.13
angelical,3,{(angel)}>ic>>al>,0,1,2,"0,1,2",1.51
angelically,3,{(angel)}>ic>>ly>,0,1,2,"0,1,2",1.37
anger,1,{(anger)},0,1,0,"0,1,0",4.42
angina,1,{(angina)},0,1,0,"0,1,0",2.77
angle,1,{(angle)},0,1,0,"0,1,0",4.38
angled,1,{(angle)},0,1,0,"0,1,0",3.27
angler,2,{(angle)}>er>,0,1,1,"0,1,1",2.84
anglicisms,3,{(anglo)>ic>>ism>},0,1,2,"0,1,2",1.45
anglicized,3,{(anglo)>ic>>ize>},0,1,2,"0,1,2",2.06
anglicizes,3,{(anglo)>ic>>ize>},0,1,2,"0,1,2",0.0
anglicizing,3,{(anglo)>ic>>ize>},0,1,2,"0,1,2",0.0
angoras,1,{(angora)},0,1,0,"0,1,0",1.22
angostura,1,{(angostura)},0,1,0,"0,1,0",2.1
angrier,2,{(angry)}>er>,0,1,1,"0,1,1",2.75
angriest,2,{(angry)}>est>,0,1,1,"0,1,1",2.24
angrily,2,{(angry)}>ly>,0,1,1,"0,1,1",3.34
angry,1,{(angry)},0,1,0,"0,1,0",4.66
angst,1,{(angst)},0,1,0,"0,1,0",3.26
anguish,1,{(anguish)},0,1,0,"0,1,0",3.37
angular,2,{(angle)>ar>},0,1,1,"0,1,1",3.51
angularities,3,{(angle)>ar>}>ity>,0,1,2,"0,1,2",0.0
angularity,3,{(angle)>ar>}>ity>,0,1,2,"0,1,2",1.51
anhydrous,3,{<a<(hydro)>ious>},1,1,1,"1,1,1",2.41
anhydrously,4,{<a<(hydro)>ious>}>ly>,1,1,2,"1,1,2",0.0
aniline,1,{(aniline)},0,1,0,"0,1,0",2.28
animadversion,1,{(animadversion)},0,1,0,"0,1,0",0.0
animadvert,1,{(animadvert)},0,1,0,"0,1,0",0.0
animal,1,{(animal)},0,1,0,"0,1,0",4.81
animalcule,2,{(animal)>ule>},0,1,1,"0,1,1",0.0
animalism,2,{(animal)}>ism>,0,1,1,"0,1,1",1.39
animate,2,{(anim)>ate>},0,1,1,"0,1,1",3.14
animated,2,{(anim)>ate>},0,1,1,"0,1,1",4.07
animation,3,{(anim)>ate>}>ion>,0,1,2,"0,1,2",4.18
animism,2,{(anim)>ism>},0,1,1,"0,1,1",2.14
animist,2,{(anim)>ist>},0,1,1,"0,1,1",2.0
animosities,3,{((anim)>ose>>ity>)},0,2,2,"0,2,2",2.09
animus,1,{(animus)},0,1,0,"0,1,0",2.7
anion,2,<a<{(ion)},1,1,0,"1,1,0",2.7
anionic,3,<a<{(ion)}>ic>,1,1,1,"1,1,1",2.31
anise,1,{(anise)},0,1,0,"0,1,0",2.65
ankle,1,{(ankle)},0,1,0,"0,1,0",3.97
anklet,2,{(ankle)}>et>,0,1,1,"0,1,1",2.28
ann,1,{(ann)},0,1,0,"0,1,0",4.35
anna,1,{(anna)},0,1,0,"0,1,0",4.37
annals,2,{(ann)>al>},0,1,1,"0,1,1",3.37
anne,1,{(anne)},0,1,0,"0,1,0",4.32
anneal,1,{(anneal)},0,1,0,"0,1,0",1.7
annex,1,{(annex)},0,1,0,"0,1,0",3.5
annexation,2,{(annex)}>ion>,0,1,1,"0,1,1",3.42
annexe,1,{(annexe)},0,1,0,"0,1,0",2.51
annihilate,3,{<a<(nihil)>ate>},1,1,1,"1,1,1",2.88
annihilated,3,{<a<(nihil)>ate>},1,1,1,"1,1,1",2.97
annihilation,4,{<a<(nihil)>ate>}>ion>,1,1,2,"1,1,2",3.22
anniversaries,1,{(anniversary)},0,1,0,"0,1,0",2.91
anniversary,1,{(anniversary)},0,1,0,"0,1,0",4.53
annotate,3,{<a<(note)>ate>},1,1,1,"1,1,1",2.29
annotated,3,{<a<(note)>ate>},1,1,1,"1,1,1",3.28
annotation,4,{<a<(note)>ate>}>ion>,1,1,2,"1,1,2",2.89
announce,1,{(announce)},0,1,0,"0,1,0",4.26
announced,1,{(announce)},0,1,0,"0,1,0",4.96
announcement,2,{(announce)}>ment>,0,1,1,"0,1,1",4.31
announcer,2,{(announce)}>er>,0,1,1,"0,1,1",3.58
annoy,1,{(annoy)},0,1,0,"0,1,0",3.46
annoyance,2,{(annoy)}>ance>,0,1,1,"0,1,1",3.33
annual,2,{(ann)>al>},0,1,1,"0,1,1",4.94
annually,3,{(ann)>al>}>ly>,0,1,2,"0,1,2",4.16
annuities,2,{(ann)>uity>},0,1,1,"0,1,1",3.03
annuity,2,{(ann)>uity>},0,1,1,"0,1,1",3.35
annul,2,{<a<(null)},1,1,0,"1,1,0",2.49
annular,1,{(annular)},0,1,0,"0,1,0",2.78
annulled,2,{<a<(null)},1,1,0,"1,1,0",2.95
annulling,2,{<a<(null)},1,1,0,"1,1,0",1.8
annulment,3,{<a<(null)}>ment>,1,1,1,"1,1,1",2.85
annum,2,{(ann)>ium>},0,1,1,"0,1,1",3.23
annunciate,1,{(annunciate)},0,1,0,"0,1,0",1.16
annunciated,1,{(annunciate)},0,1,0,"0,1,0",0.0
annunciation,2,{(annunciate)}>ion>,0,1,1,"0,1,1",2.5
anode,1,{(anode)},0,1,0,"0,1,0",2.86
anodyne,1,{(anodyne)},0,1,0,"0,1,0",2.18
anoint,1,{(anoint)},0,1,0,"0,1,0",2.48
anointment,2,{(anoint)}>ment>,0,1,1,"0,1,1",1.6
anomalies,2,{(anomal)>y>},0,1,1,"0,1,1",3.28
anomalous,2,{(anomal)>ious>},0,1,1,"0,1,1",2.94
anomalously,3,{(anomal)>ious>}>ly>,0,1,2,"0,1,2",1.88
anomaly,2,{(anomal)>y>},0,1,1,"0,1,1",3.47
anon,1,{(anon)},0,1,0,"0,1,0",3.33
anonymity,3,{<a<(nym)>ity>},1,1,1,"1,1,1",3.39
anonymous,3,{<a<(nym)>ious>},1,1,1,"1,1,1",4.17
anonymously,4,{<a<(nym)>ious>}>ly>,1,1,2,"1,1,2",3.41
anorak,1,{(anorak)},0,1,0,"0,1,0",2.06
anorexia,1,{(anorexia)},0,1,0,"0,1,0",3.16
another,1,{(another)},0,1,0,"0,1,0",5.74
answer,1,{(answer)},0,1,0,"0,1,0",5.17
answerable,2,{(answer)}>able>,0,1,1,"0,1,1",2.69
answerably,3,{(answer)}>able>>y>,0,1,2,"0,1,2",0.0
ant,1,{(ant)},0,1,0,"0,1,0",3.86
antacid,1,{(antacid)},0,1,0,"0,1,0",2.12
antagonism,2,{(antagon)>ism>},0,1,1,"0,1,1",2.84
antagonist,2,{(antagon)>ist>},0,1,1,"0,1,1",3.32
antagonistic,3,{(antagon)>ist>}>ic>,0,1,2,"0,1,2",3.02
antagonistically,4,{(antagon)>ist>}>ic>>ly>,0,1,3,"0,1,3",1.38
antagonize,2,{(antagon)>ize>},0,1,1,"0,1,1",2.58
antagonized,2,{(antagon)>ize>},0,1,1,"0,1,1",2.22
ante,1,{(ante)},0,1,0,"0,1,0",3.33
anteater,3,{(ant)}{(eat)}>er>,0,2,1,"0,2,1",2.28
antecedent,1,{(antecedent)},0,1,0,"0,1,0",2.6
antechamber,2,<ante<{(chamber)},1,1,0,"1,1,0",2.16
antedate,2,<ante<{(date)},1,1,0,"1,1,0",1.28
antedated,2,<ante<{(date)},1,1,0,"1,1,0",1.38
antediluvian,2,<ante<{(diluvian)},1,1,0,"1,1,0",2.08
antelope,1,{(antelope)},0,1,0,"0,1,0",3.08
antenatal,2,<ante<{(natal)},1,1,0,"1,1,0",2.47
antenna,1,{(antenna)},0,1,0,"0,1,0",3.77
antennae,1,{(antennae)},0,1,0,"0,1,0",3.01
antenuptial,2,<ante<{(nuptial)},1,1,0,"1,1,0",0.0
antepenultimate,4,<ante<{(pen)(ultim)>ate>},1,2,1,"1,2,1",1.45
anterior,1,{(anterior)},0,1,0,"0,1,0",3.51
anteroom,2,<ante<{(room)},1,1,0,"1,1,0",1.91
anthem,1,{(anthem)},0,1,0,"0,1,0",3.91
anther,1,{(anther)},0,1,0,"0,1,0",2.29
anthill,2,{(ant)}{(hill)},0,2,0,"0,2,0",2.01
anthologies,3,{(antho)(log)>y>},0,2,1,"0,2,1",2.77
anthologist,3,{(antho)(log)>ist>},0,2,1,"0,2,1",1.4
anthologize,3,{(antho)(log)>ize>},0,2,1,"0,2,1",0.0
anthologized,3,{(antho)(log)>ize>},0,2,1,"0,2,1",1.77
anthology,3,{(antho)(log)>y>},0,2,1,"0,2,1",3.48
anthony,1,{(anthony)},0,1,0,"0,1,0",4.41
anthracite,1,{(anthracite)},0,1,0,"0,1,0",2.58
anthrax,1,{(anthrax)},0,1,0,"0,1,0",3.15
anthropocentric,3,{(anthropo)(center)>ic>},0,2,1,"0,2,1",1.92
anthropoid,2,{(anthropo)>oid>},0,1,1,"0,1,1",2.11
anthropological,4,{(anthropo)(log)>ic>>al>},0,2,2,"0,2,2",3.09
anthropologically,5,{(anthropo)(log)>ic>>al>}>ly>,0,2,3,"0,2,3",1.72
anthropologist,3,{(anthropo)(log)>ist>},0,2,1,"0,2,1",3.16
anthropology,3,{(anthropo)(log)>y>},0,2,1,"0,2,1",3.65
anthropomorphic,3,{(anthropo)(morph)>ic>},0,2,1,"0,2,1",2.73
anthropomorphism,3,{(anthropo)(morph)>ism>},0,2,1,"0,2,1",2.03
antiaircraft,3,<anti<{(air)}{(craft)},1,2,0,"1,2,0",2.49
antibiotic,3,<anti<{(bio)>ic>},1,1,1,"1,1,1",3.5
antibiotically,4,<anti<{(bio)>ic>}>ly>,1,1,2,"1,1,2",0.0
antibodies,2,{<anti<(body)},1,1,0,"1,1,0",3.56
antibody,2,{<anti<(body)},1,1,0,"1,1,0",3.46
antic,1,{(antic)},0,1,0,"0,1,0",2.33
anticipate,1,{(anticipate)},0,1,0,"0,1,0",3.73
anticipated,1,{(anticipate)},0,1,0,"0,1,0",4.08
anticipation,2,{(anticipate)}>ion>,0,1,1,"0,1,1",3.74
anticipatory,2,{(anticipate)}>ory>,0,1,1,"0,1,1",2.39
anticlerical,3,<anti<{(cleric)}>al>,1,1,1,"1,1,1",1.71
anticlericalism,4,<anti<{(cleric)}>al>>ism>,1,1,2,"1,1,2",1.35
anticlimax,2,<anti<{(climax)},1,1,0,"1,1,0",2.04
anticlockwise,3,<anti<{(clock)}>wise>,1,1,1,"1,1,1",1.95
anticoagulation,4,<anti<{(coagul)>ate>}>ion>,1,1,2,"1,1,2",2.17
anticyclone,2,<anti<{(cyclone)},1,1,0,"1,1,0",1.69
antidote,1,{(antidote)},0,1,0,"0,1,0",3.25
antifreeze,2,<anti<{(freeze)},1,1,0,"1,1,0",2.56
antifundamentalist,4,<anti<{(fundament)}>al>>ist>,1,1,2,"1,1,2",0.0
antigen,2,{<anti<(gen)},1,1,0,"1,1,0",3.21
antihero,2,<anti<{(hero)},1,1,0,"1,1,0",2.28
antihistamine,2,{<anti<(histamine)},1,1,0,"1,1,0",2.36
antiknock,2,<anti<{(knock)},1,1,0,"1,1,0",1.12
antilogarithm,2,<anti<{(logarithm)},1,1,0,"1,1,0",0.0
antimacassar,2,<anti<{(macassar)},1,1,0,"1,1,0",0.0
antimatter,2,<anti<{(matter)},1,1,0,"1,1,0",2.64
antimony,1,{(antimony)},0,1,0,"0,1,0",2.54
antipathetic,3,{<anti<(patho)>ic>},1,1,1,"1,1,1",1.36
antipathetically,4,{<anti<(patho)>ic>}>ly>,1,1,2,"1,1,2",0.0
antipathies,3,{<anti<(patho)>y>},1,1,1,"1,1,1",1.29
antipathy,3,{<anti<(patho)>y>},1,1,1,"1,1,1",2.7
antipersonnel,2,<anti<{(personnel)},1,1,0,"1,1,0",1.71
antipodean,1,{(antipodean)},0,1,0,"0,1,0",1.89
antiquarian,2,{(antique)>ian>},0,1,1,"0,1,1",2.81
antiquaries,2,{(antique)>ory>},0,1,1,"0,1,1",2.35
antiquary,2,{(antique)>ory>},0,1,1,"0,1,1",2.35
antiquate,2,{(antique)>ate>},0,1,1,"0,1,1",0.0
antiquated,2,{(antique)>ate>},0,1,1,"0,1,1",3.06
antique,1,{(antique)},0,1,0,"0,1,0",3.86
antiquities,2,{(antique)>ity>},0,1,1,"0,1,1",3.26
antiquity,2,{(antique)>ity>},0,1,1,"0,1,1",3.43
antirrhinum,1,{(antirrhinum)},0,1,0,"0,1,0",1.39
antiseptic,2,<anti<{(septic)},1,1,0,"1,1,0",2.81
antislavery,3,<anti<{(slave)}>ory>,1,1,1,"1,1,1",2.11
antisocial,3,<anti<{(socio)>al>},1,1,1,"1,1,1",3.13
antisubmarine,3,<anti<<sub<{(marine)},2,1,0,"2,1,0",1.94
antitank,2,<anti<{(tank)},1,1,0,"1,1,0",2.28
antitheses,3,{<anti<(thes)>sis>},1,1,1,"1,1,1",1.52
antithesis,3,{<anti<(thes)>sis>},1,1,1,"1,1,1",2.96
antithetic,3,{<anti<(thet)>ic>},1,1,1,"1,1,1",1.3
antithetical,4,{<anti<(thet)>ic>}>al>,1,1,2,"1,1,2",2.61
antithetically,4,{<anti<(thet)>ic>}>ly>,1,1,2,"1,1,2",0.0
antithyroid,2,<anti<{(thyroid)},1,1,0,"1,1,0",1.16
antitoxin,3,<anti<{(toxico)>in>},1,1,1,"1,1,1",2.07
antitrust,2,<anti<{(trust)},1,1,0,"1,1,0",3.37
antler,1,{(antler)},0,1,0,"0,1,0",2.61
antonio,1,{(antonio)},0,1,0,"0,1,0",4.17
antonym,2,{<ant<(nym)},1,1,0,"1,1,0",1.95
anus,1,{(anus)},0,1,0,"0,1,0",3.25
anvil,1,{(anvil)},0,1,0,"0,1,0",3.04
anxieties,2,{(anxi)>ity>},0,1,1,"0,1,1",3.13
anxiety,2,{(anxi)>ity>},0,1,1,"0,1,1",4.45
anxious,2,{(anxi)>ious>},0,1,1,"0,1,1",4.09
anxiously,3,{(anxi)>ious>}>ly>,0,1,2,"0,1,2",3.09
any,1,{(any)},0,1,0,"0,1,0",6.07
anybodies,2,{(any)(body)},0,2,0,"0,2,0",1.4
anybody,2,{(any)(body)},0,2,0,"0,2,0",4.56
anyhow,2,{(any)}{(how)},0,2,0,"0,2,0",3.48
anymore,2,{(any)}{(more)},0,2,0,"0,2,0",4.94
anyone,2,{(any)}{(one)},0,2,0,"0,2,0",5.38
anyplace,2,{(any)}{(place)},0,2,0,"0,2,0",2.59
anything,2,{(any)}{(thing)},0,2,0,"0,2,0",5.55
anyway,2,{(any)}{(way)},0,2,0,"0,2,0",4.91
anywhere,2,{(any)}{(where)},0,2,0,"0,2,0",4.71
aorta,1,{(aorta)},0,1,0,"0,1,0",2.92
apace,1,{(apace)},0,1,0,"0,1,0",2.46
apart,1,{(apart)},0,1,0,"0,1,0",4.78
apartheid,1,{(apartheid)},0,1,0,"0,1,0",3.61
apartment,2,{(apart)>ment>},0,1,1,"0,1,1",4.65
apathetic,3,{<a<(patho)>ic>},1,1,1,"1,1,1",2.84
apathetically,5,{<a<(patho)>ic>}>al>>ly>,1,1,3,"1,1,3",1.35
apathy,3,{<a<(patho)>y>},1,1,1,"1,1,1",3.26
ape,1,{(ape)},0,1,0,"0,1,0",3.48
aped,1,{(ape)},0,1,0,"0,1,0",1.71
aperient,1,{(aperient)},0,1,0,"0,1,0",0.0
aperitif,1,{(aperitif)},0,1,0,"0,1,0",2.26
aperture,1,{(aperture)},0,1,0,"0,1,0",3.47
apex,1,{(apex)},0,1,0,"0,1,0",3.71
aphasia,1,{(aphasia)},0,1,0,"0,1,0",2.6
aphasic,1,{(aphasic)},0,1,0,"0,1,0",1.41
aphid,1,{(aphid)},0,1,0,"0,1,0",2.39
aphorism,2,{(aphor)>ism>},0,1,1,"0,1,1",2.49
aphoristic,3,{(aphor)>ist>}>ic>,0,1,2,"0,1,2",1.64
aphrodisiac,1,{(aphrodisiac)},0,1,0,"0,1,0",2.6
apiaries,1,{(apiary)},0,1,0,"0,1,0",1.54
apiarist,1,{(apiarist)},0,1,0,"0,1,0",1.34
apiary,1,{(apiary)},0,1,0,"0,1,0",2.01
apices,1,{(apices)},0,1,0,"0,1,0",1.83
apiculture,2,{(api)(culture)},0,2,0,"0,2,0",1.65
apiece,1,{(apiece)},0,1,0,"0,1,0",3.24
apish,2,{(ape)}>ish>,0,1,1,"0,1,1",1.13
aplomb,1,{(aplomb)},0,1,0,"0,1,0",2.36
apocalypse,1,{(apocalypse)},0,1,0,"0,1,0",3.71
apocalyptic,2,{(apocalypse)>ic>},0,1,1,"0,1,1",3.43
apocalyptically,4,{(apocalypse)>ic>}>al>>ly>,0,1,3,"0,1,3",1.25
apocryphal,2,{(apocrypha)}>al>,0,1,1,"0,1,1",2.66
apogee,1,{(apogee)},0,1,0,"0,1,0",2.57
apologetic,2,{(apolog)>ic>},0,1,1,"0,1,1",2.99
apologetically,3,{(apolog)>ic>}>ly>,0,1,2,"0,1,2",2.18
apologia,1,{(apologia)},0,1,0,"0,1,0",2.36
apologies,2,{(apolog)>y>},0,1,1,"0,1,1",3.85
apologist,2,{(apolog)>ist>},0,1,1,"0,1,1",2.77
apologize,2,{(apolog)>ize>},0,1,1,"0,1,1",4.16
apologized,2,{(apolog)>ize>},0,1,1,"0,1,1",3.63
apology,2,{(apolog)>y>},0,1,1,"0,1,1",4.05
apoplectic,2,{(apoplec)>ic>},0,1,1,"0,1,1",2.25
apoplectically,3,{(apoplec)>ic>}>ly>,0,1,2,"0,1,2",0.0
apoplexies,2,{(apoplex)>y>},0,1,1,"0,1,1",0.0
apoplexy,2,{(apoplex)>y>},0,1,1,"0,1,1",2.21
apostasies,1,{(apostasy)},0,1,0,"0,1,0",0.0
apostasy,1,{(apostasy)},0,1,0,"0,1,0",2.92
apostate,1,{(apostate)},0,1,0,"0,1,0",2.67
apostatize,2,{(apostate)}>ize>,0,1,1,"0,1,1",1.46
apostatized,2,{(apostate)}>ize>,0,1,1,"0,1,1",1.45
apostle,1,{(apostle)},0,1,0,"0,1,0",3.46
apostolically,3,{(apostle)>ic>}>ly>,0,1,2,"0,1,2",0.0
apostrophe,2,{(apostroph)>e>},0,1,1,"0,1,1",2.76
apostrophize,2,{(apostroph)>ize>},0,1,1,"0,1,1",0.0
apostrophized,2,{(apostroph)>ize>},0,1,1,"0,1,1",0.0
