word,n_morphemes,note,ratingcmp,zipf_freq,c1,c2
grasshoppers,2,grass+hoppers ratingcmp=67.1,67.133331,2.882898749170959,grass,hoppers
carhops,2,car+hops ratingcmp=47.9,47.866665,0.0,car,hops
bellhops,2,bell+hops ratingcmp=41.3,41.333332,2.246076651583785,bell,hops
pronghorn,2,prong+horn ratingcmp=44.3,44.299999,2.0,prong,horn
foghorn,2,fog+horn ratingcmp=56.0,55.972973,2.405777494451296,fog,horn
saxhorn,2,sax+horn ratingcmp=47.8,47.807693,0.0,sax,horn
bighorn,2,big+horn ratingcmp=84.0,84.03846,2.689774150816497,big,horn
longhorn,2,long+horn ratingcmp=72.8,72.80645,2.522283063522734,long,horn
greenhorn,2,green+horn ratingcmp=31.1,31.057142,2.547106647247766,green,horn
stockhorn,2,stock+horn ratingcmp=41.4,41.363636,0.0,stock,horn
bullhorn,2,bull+horn ratingcmp=64.7,64.708336,2.672045383856066,bull,horn
shorthorn,2,short+horn ratingcmp=72.2,72.190475,1.592864137808441,short,horn
stinkhorn,2,stink+horn ratingcmp=42.3,42.266666,1.05,stink,horn
shoehorn,2,shoe+horn ratingcmp=36.3,36.325001,2.437962177822698,shoe,horn
bullhorns,2,bull+horns ratingcmp=72.8,72.833336,1.768955396864122,bull,horns
shorthorns,2,short+horns ratingcmp=55.1,55.080002,1.592864137808441,short,horns
greenhorns,2,green+horns ratingcmp=33.3,33.279999,1.893894133472422,green,horns
foghorns,2,fog+horns ratingcmp=64.2,64.185188,1.592864137808441,fog,horns
bighorns,2,big+horns ratingcmp=77.1,77.120003,1.592864137808441,big,horns
pronghorns,2,prong+horns ratingcmp=41.4,41.433334,1.38,prong,horns
longhorns,2,long+horns ratingcmp=73.7,73.724136,2.371015388192085,long,horns
shoehorns,2,shoe+horns ratingcmp=50.4,50.370369,1.893894133472422,shoe,horns
seahorse,2,sea+horse ratingcmp=57.4,57.410255,2.194924129136403,sea,horse
clotheshorse,2,clothes+horse ratingcmp=28.1,28.108109,1.768955396864122,clothes,horse
hobbyhorse,2,hobby+horse ratingcmp=35.0,35.0,1.893894133472422,hobby,horse
carthorse,2,cart+horse ratingcmp=73.6,73.620689,1.08,cart,horse
drayhorse,2,dray+horse ratingcmp=27.2,27.192308,0.0,dray,horse
packhorse,2,pack+horse ratingcmp=52.2,52.157894,1.592864137808441,pack,horse
redhorse,2,red+horse ratingcmp=62.3,62.344826,1.29,red,horse
cockhorse,2,cock+horse ratingcmp=36.1,36.133335,1.768955396864122,cock,horse
workhorse,2,work+horse ratingcmp=72.7,72.655174,2.069985392528103,work,horse
warhorse,2,war+horse ratingcmp=70.1,70.074997,2.405777494451296,war,horse
racehorse,2,race+horse ratingcmp=86.9,86.864868,3.069985392528104,race,horse
sawhorse,2,saw+horse ratingcmp=45.4,45.387096,1.592864137808441,saw,horse
studhorse,2,stud+horse ratingcmp=47.7,47.666668,0.0,stud,horse
workhorses,2,work+horses ratingcmp=73.1,73.104164,1.97,work,horses
hobbyhorses,2,hobby+horses ratingcmp=45.7,45.700001,1.03,hobby,horses
clotheshorses,2,clothes+horses ratingcmp=27.2,27.200001,0.0,clothes,horses
racehorses,2,race+horses ratingcmp=93.6,93.57692,2.547106647247766,race,horses
warhorses,2,war+horses ratingcmp=70.9,70.92308,2.069985392528103,war,horses
seahorses,2,sea+horses ratingcmp=60.0,59.966667,2.2,sea,horses
carthorses,2,cart+horses ratingcmp=65.6,65.565216,0.0,cart,horses
sawhorses,2,saw+horses ratingcmp=37.8,37.76923,1.893894133472422,saw,horses
boothose,2,boot+hose ratingcmp=44.9,44.931034,0.0,boot,hose
pantyhose,2,panty+hose ratingcmp=42.8,42.759998,3.236316814294629,panty,hose
deerhound,2,deer+hound ratingcmp=55.3,55.299999,1.3,deer,hound
boarhound,2,boar+hound ratingcmp=48.2,48.166668,0.0,boar,hound
coonhound,2,coon+hound ratingcmp=38.4,38.42857,1.893894133472422,coon,hound
wolfhound,2,wolf+hound ratingcmp=60.0,59.974998,1.592864137808441,wolf,hound
bloodhound,2,blood+hound ratingcmp=44.7,44.666668,2.999404318242396,blood,hound
elkhound,2,elk+hound ratingcmp=47.1,47.0625,1.24,elk,hound
foxhound,2,fox+hound ratingcmp=61.7,61.714287,1.768955396864122,fox,hound
smoothhound,2,smooth+hound ratingcmp=47.0,46.969696,0.0,smooth,hound
greyhound,2,grey+hound ratingcmp=62.6,62.615383,2.963932000080177,grey,hound
hellhound,2,hell+hound ratingcmp=57.0,57.0,1.893894133472422,hell,hound
otterhound,2,otter+hound ratingcmp=41.5,41.47826,0.0,otter,hound
staghound,2,stag+hound ratingcmp=46.0,45.958332,0.0,stag,hound
sleuthhound,2,sleuth+hound ratingcmp=40.8,40.833332,1.592864137808441,sleuth,hound
wolfhounds,2,wolf+hounds ratingcmp=79.7,79.720001,1.74,wolf,hounds
greyhounds,2,grey+hounds ratingcmp=73.7,73.714287,2.371015388192085,grey,hounds
foxhounds,2,fox+hounds ratingcmp=61.6,61.599998,1.64,fox,hounds
bloodhounds,2,blood+hounds ratingcmp=51.7,51.689655,2.823313059186715,blood,hounds
bakehouse,2,bake+house ratingcmp=72.9,72.900002,1.94,bake,house
customshouse,2,customs+house ratingcmp=54.6,54.633335,1.12,customs,house
porterhouse,2,porter+house ratingcmp=41.7,41.736843,2.835902186494736,porter,house
whorehouse,2,whore+house ratingcmp=87.5,87.5,3.194924129136404,whore,house
summerhouse,2,summer+house ratingcmp=84.9,84.89286,2.653561978162053,summer,house
clubhouse,2,club+house ratingcmp=71.8,71.828575,3.210912234520534,club,house
customhouse,2,custom+house ratingcmp=81.9,81.931038,1.59,custom,house
warehouse,2,ware+house ratingcmp=52.4,52.358974,3.999404318242396,ware,house
birdhouse,2,bird+house ratingcmp=88.4,88.40741,2.437962177822698,bird,house
greenhouse,2,green+house ratingcmp=44.4,44.432434,3.34491258562788,green,house
cardhouse,2,card+house ratingcmp=73.0,72.966667,0.0,card,house
toolhouse,2,tool+house ratingcmp=76.6,76.599998,0.0,tool,house
glasshouse,2,glass+house ratingcmp=74.8,74.775002,1.592864137808441,glass,house
blockhouse,2,block+house ratingcmp=55.8,55.789474,2.371015388192085,block,house
pesthouse,2,pest+house ratingcmp=64.1,64.133331,0.0,pest,house
cookhouse,2,cook+house ratingcmp=81.7,81.720001,1.592864137808441,cook,house
flophouse,2,flop+house ratingcmp=33.4,33.363636,2.547106647247766,flop,house
nuthouse,2,nut+house ratingcmp=35.3,35.282051,2.963932000080177,nut,house
steakhouse,2,steak+house ratingcmp=73.9,73.85714,2.634256822966666,steak,house
playhouse,2,play+house ratingcmp=89.6,89.580643,2.823313059186715,play,house
boathouse,2,boat+house ratingcmp=79.5,79.486488,2.893894133472422,boat,house
charterhouse,2,charter+house ratingcmp=57.6,57.639999,2.3,charter,house
tollhouse,2,toll+house ratingcmp=51.1,51.051281,1.768955396864122,toll,house
teahouse,2,tea+house ratingcmp=62.1,62.075001,2.925302597724047,tea,house
icehouse,2,ice+house ratingcmp=64.9,64.86364,2.29183414214446,ice,house
firehouse,2,fire+house ratingcmp=53.8,53.807693,3.091174691598042,fire,house
bathhouse,2,bath+house ratingcmp=85.0,85.035713,2.723197906303447,bath,house
slaughterhouse,2,slaughter+house ratingcmp=88.4,88.419357,3.104747498787316,slaughter,house
jailhouse,2,jail+house ratingcmp=85.7,85.653847,3.136932182158717,jail,house
madhouse,2,mad+house ratingcmp=52.1,52.051281,3.124343054850696,mad,house
poorhouse,2,poor+house ratingcmp=44.2,44.150002,2.437962177822698,poor,house
washhouse,2,wash+house ratingcmp=82.5,82.5,1.43,wash,house
lighthouse,2,light+house ratingcmp=80.4,80.435898,3.490491229098883,light,house
henhouse,2,hen+house ratingcmp=81.1,81.148148,2.614053436878379,hen,house
barrelhouse,2,barrel+house ratingcmp=56.2,56.25,1.990804146480479,barrel,house
lamphouse,2,lamp+house ratingcmp=57.4,57.360001,0.0,lamp,house
chophouse,2,chop+house ratingcmp=56.7,56.710526,1.990804146480479,chop,house
coffeehouse,2,coffee+house ratingcmp=87.6,87.559998,2.848136642911747,coffee,house
meetinghouse,2,meeting+house ratingcmp=68.1,68.054054,1.592864137808441,meeting,house
bawdyhouse,2,bawdy+house ratingcmp=36.2,36.166668,0.0,bawdy,house
taphouse,2,tap+house ratingcmp=67.4,67.375,1.57,tap,house
pothouse,2,pot+house ratingcmp=40.3,40.307693,1.592864137808441,pot,house
guardhouse,2,guard+house ratingcmp=77.4,77.421051,2.860035866211455,guard,house
gatehouse,2,gate+house ratingcmp=58.7,58.729729,2.246076651583785,gate,house
roadhouse,2,road+house ratingcmp=52.1,52.051281,2.882898749170959,road,house
storehouse,2,store+house ratingcmp=64.7,64.666664,2.522283063522734,store,house
posthouse,2,post+house ratingcmp=65.9,65.888885,0.0,post,house
pilothouse,2,pilot+house ratingcmp=59.1,59.142857,1.990804146480479,pilot,house
alehouse,2,ale+house ratingcmp=60.3,60.272728,1.592864137808441,ale,house
guesthouse,2,guest+house ratingcmp=81.6,81.62162,2.882898749170959,guest,house
dollhouse,2,doll+house ratingcmp=85.9,85.918922,2.653561978162053,doll,house
courthouse,2,court+house ratingcmp=80.2,80.199997,3.645942581291861,court,house
packinghouse,2,packing+house ratingcmp=62.0,62.0,1.768955396864122,packing,house
farmhouse,2,farm+house ratingcmp=83.7,83.692307,3.124343054850696,farm,house
workhouse,2,work+house ratingcmp=80.1,80.068962,2.522283063522734,work,house
wheelhouse,2,wheel+house ratingcmp=58.6,58.642857,2.333226827302685,wheel,house
countinghouse,2,counting+house ratingcmp=46.9,46.857143,1.592864137808441,counting,house
powerhouse,2,power+house ratingcmp=51.2,51.159092,2.754232140043416,power,house
dosshouse,2,doss+house ratingcmp=35.6,35.592594,0.0,doss,house
roundhouse,2,round+house ratingcmp=43.7,43.674999,2.29183414214446,round,house
chapterhouse,2,chapter+house ratingcmp=40.2,40.166668,1.51,chapter,house
cathouse,2,cat+house ratingcmp=77.6,77.625,2.796984120464366,cat,house
doghouse,2,dog+house ratingcmp=85.2,85.224998,3.055262135707397,dog,house
boardinghouse,2,boarding+house ratingcmp=73.8,73.800003,2.136932182158717,boarding,house
hothouse,2,hot+house ratingcmp=57.1,57.085712,2.522283063522734,hot,house
schoolhouse,2,school+house ratingcmp=69.1,69.051285,3.055262135707397,school,house
cowhouse,2,cow+house ratingcmp=68.2,68.222221,0.0,cow,house
smokehouse,2,smoke+house ratingcmp=76.1,76.068962,2.570587743097289,smoke,house
summerhouses,2,summer+houses ratingcmp=84.6,84.599998,1.768955396864122,summer,houses
warehouses,2,ware+houses ratingcmp=67.2,67.25,2.835902186494736,ware,houses
cookhouses,2,cook+houses ratingcmp=80.4,80.416664,0.0,cook,houses
guardhouses,2,guard+houses ratingcmp=66.2,66.178574,1.768955396864122,guard,houses
guesthouses,2,guest+houses ratingcmp=82.4,82.370369,1.592864137808441,guest,houses
blockhouses,2,block+houses ratingcmp=61.5,61.51852,1.592864137808441,block,houses
hothouses,2,hot+houses ratingcmp=66.5,66.458336,1.5,hot,houses
packinghouses,2,packing+houses ratingcmp=58.1,58.086956,0.0,packing,houses
boardinghouses,2,boarding+houses ratingcmp=70.0,70.035713,1.01,boarding,houses
customhouses,2,custom+houses ratingcmp=76.4,76.36364,0.0,custom,houses
playhouses,2,play+houses ratingcmp=88.7,88.71875,1.893894133472422,play,houses
birdhouses,2,bird+houses ratingcmp=95.9,95.909088,1.81,bird,houses
smokehouses,2,smoke+houses ratingcmp=72.6,72.57692,1.24,smoke,houses
chophouses,2,chop+houses ratingcmp=63.9,63.880001,1.592864137808441,chop,houses
gatehouses,2,gate+houses ratingcmp=75.5,75.5,1.09,gate,houses
madhouses,2,mad+houses ratingcmp=66.4,66.416664,1.16,mad,houses
coffeehouses,2,coffee+houses ratingcmp=80.4,80.360001,1.893894133472422,coffee,houses
lighthouses,2,light+houses ratingcmp=84.8,84.793106,2.437962177822698,light,houses
teahouses,2,tea+houses ratingcmp=77.7,77.6875,1.64,tea,houses
slaughterhouses,2,slaughter+houses ratingcmp=85.6,85.615387,2.405777494451296,slaughter,houses
doghouses,2,dog+houses ratingcmp=88.5,88.458336,0.0,dog,houses
dosshouses,2,doss+houses ratingcmp=31.0,31.0,0.0,doss,houses
firehouses,2,fire+houses ratingcmp=65.9,65.933334,1.990804146480479,fire,houses
schoolhouses,2,school+houses ratingcmp=71.8,71.777779,1.990804146480479,school,houses
roadhouses,2,road+houses ratingcmp=73.5,73.545456,1.3,road,houses
porterhouses,2,porter+houses ratingcmp=44.4,44.400002,1.592864137808441,porter,houses
dollhouses,2,doll+houses ratingcmp=90.9,90.919998,1.893894133472422,doll,houses
courthouses,2,court+houses ratingcmp=82.0,81.964287,1.592864137808441,court,houses
jailhouses,2,jail+houses ratingcmp=86.7,86.714287,0.0,jail,houses
pilothouses,2,pilot+houses ratingcmp=60.0,60.047619,0.0,pilot,houses
farmhouses,2,farm+houses ratingcmp=90.6,90.625,2.069985392528103,farm,houses
poorhouses,2,poor+houses ratingcmp=73.2,73.222221,1.768955396864122,poor,houses
powerhouses,2,power+houses ratingcmp=67.8,67.807693,1.893894133472422,power,houses
meetinghouses,2,meeting+houses ratingcmp=78.8,78.777779,1.09,meeting,houses
boathouses,2,boat+houses ratingcmp=84.4,84.379311,1.33,boat,houses
roundhouses,2,round+houses ratingcmp=41.8,41.785713,1.62,round,houses
flophouses,2,flop+houses ratingcmp=40.8,40.814816,1.893894133472422,flop,houses
steakhouses,2,steak+houses ratingcmp=78.6,78.599998,1.92,steak,houses
alehouses,2,ale+houses ratingcmp=70.0,70.0,1.2,ale,houses
bathhouses,2,bath+houses ratingcmp=73.5,73.464287,2.136932182158717,bath,houses
clubhouses,2,club+houses ratingcmp=66.3,66.285713,1.768955396864122,club,houses
storehouses,2,store+houses ratingcmp=69.8,69.758621,1.893894133472422,store,houses
nuthouses,2,nut+houses ratingcmp=60.7,60.655174,0.0,nut,houses
greenhouses,2,green+houses ratingcmp=47.8,47.799999,1.990804146480479,green,houses
whorehouses,2,whore+houses ratingcmp=74.1,74.148148,2.333226827302685,whore,houses
workhouses,2,work+houses ratingcmp=85.6,85.64286,1.990804146480479,work,houses
glasshouses,2,glass+houses ratingcmp=76.5,76.464287,1.91,glass,houses
wheelhouses,2,wheel+houses ratingcmp=58.8,58.75,0.0,wheel,houses
warehousing,2,ware+housing ratingcmp=61.2,61.172413,1.893894133472422,ware,housing
manhunt,2,man+hunt ratingcmp=83.0,83.0,3.091174691598042,man,hunt
foxhunt,2,fox+hunt ratingcmp=69.4,69.405403,1.893894133472422,fox,hunt
headhunter,2,head+hunter ratingcmp=53.2,53.23077,2.29183414214446,head,hunter
pothunter,2,pot+hunter ratingcmp=36.8,36.76923,0.0,pot,hunter
headhunters,2,head+hunters ratingcmp=51.3,51.259258,2.495954124800384,head,hunters
manhunts,2,man+hunts ratingcmp=77.8,77.782608,1.768955396864122,man,hunts
foxhunts,2,fox+hunts ratingcmp=78.7,78.689651,0.0,fox,hunts
househusband,2,house+husband ratingcmp=72.8,72.821426,1.768955396864122,house,husband
househusbands,2,house+husbands ratingcmp=70.4,70.42308,1.06,house,husbands
cornhusk,2,corn+husk ratingcmp=66.0,66.0,0.0,corn,husk
cornhusker,2,corn+husker ratingcmp=64.4,64.400002,1.67,corn,husker
cornhusking,2,corn+husking ratingcmp=64.1,64.125,0.0,corn,husking
afterimage,2,after+image ratingcmp=69.3,69.285713,1.768955396864122,after,image
afterimages,2,after+images ratingcmp=84.2,84.166664,1.41,after,images
flatiron,2,flat+iron ratingcmp=65.0,64.964287,2.136932182158717,flat,iron
gridiron,2,grid+iron ratingcmp=41.1,41.051281,1.893894133472422,grid,iron
midiron,2,mid+iron ratingcmp=46.0,46.0,0.0,mid,iron
gridirons,2,grid+irons ratingcmp=58.8,58.75,0.0,grid,irons
flatirons,2,flat+irons ratingcmp=77.0,77.033333,1.57,flat,irons
crossjack,2,cross+jack ratingcmp=43.1,43.136364,1.592864137808441,cross,jack
applejack,2,apple+jack ratingcmp=39.9,39.880001,2.768955396864123,apple,jack
supplejack,2,supple+jack ratingcmp=33.2,33.166668,0.0,supple,jack
crackerjack,2,cracker+jack ratingcmp=33.7,33.653847,2.706807490115278,cracker,jack
steeplejack,2,steeple+jack ratingcmp=29.5,29.526316,1.592864137808441,steeple,jack
natterjack,2,natter+jack ratingcmp=31.2,31.25,1.32,natter,jack
cheapjack,2,cheap+jack ratingcmp=35.3,35.324326,1.592864137808441,cheap,jack
flapjack,2,flap+jack ratingcmp=32.5,32.526318,2.437962177822698,flap,jack
leatherjack,2,leather+jack ratingcmp=63.3,63.344826,0.0,leather,jack
skipjack,2,skip+jack ratingcmp=34.8,34.82143,1.893894133472422,skip,jack
lumberjack,2,lumber+jack ratingcmp=44.4,44.432434,2.754232140043416,lumber,jack
blackjack,2,black+jack ratingcmp=38.3,38.325001,3.611980428255514,black,jack
bootjack,2,boot+jack ratingcmp=38.6,38.560001,0.0,boot,jack
amberjack,2,amber+jack ratingcmp=35.1,35.090908,1.64,amber,jack
highjack,2,high+jack ratingcmp=33.8,33.833332,1.592864137808441,high,jack
straightjacket,2,straight+jacket ratingcmp=63.7,63.739132,2.194924129136403,straight,jacket
bluejacket,2,blue+jacket ratingcmp=46.3,46.285713,1.768955396864122,blue,jacket
straitjacket,2,strait+jacket ratingcmp=39.1,39.090908,2.925302597724047,strait,jacket
leatherjacket,2,leather+jacket ratingcmp=89.8,89.846153,1.893894133472422,leather,jacket
bluejackets,2,blue+jackets ratingcmp=67.4,67.400002,1.8,blue,jackets
straitjackets,2,strait+jackets ratingcmp=47.1,47.090908,2.371015388192085,strait,jackets
highjacking,2,high+jacking ratingcmp=44.4,44.444443,1.05,high,jacking
carjacking,2,car+jacking ratingcmp=69.4,69.440002,2.495954124800384,car,jacking
blackjacks,2,black+jacks ratingcmp=48.1,48.083332,2.069985392528103,black,jacks
lumberjacks,2,lumber+jacks ratingcmp=62.2,62.153847,2.437962177822698,lumber,jacks
flapjacks,2,flap+jacks ratingcmp=38.8,38.799999,2.570587743097289,flap,jacks
crackerjacks,2,cracker+jacks ratingcmp=32.4,32.357143,2.136932182158717,cracker,jacks
steeplejacks,2,steeple+jacks ratingcmp=35.7,35.677418,0.0,steeple,jacks
logjam,2,log+jam ratingcmp=44.2,44.179485,1.990804146480479,log,jam
doorjamb,2,door+jamb ratingcmp=66.0,66.041664,1.990804146480479,door,jamb
doorjambs,2,door+jambs ratingcmp=53.6,53.639999,1.592864137808441,door,jambs
windjammer,2,wind+jammer ratingcmp=57.9,57.903225,2.495954124800384,wind,jammer
logjams,2,log+jams ratingcmp=44.0,43.959999,1.23,log,jams
nightjar,2,night+jar ratingcmp=47.6,47.592594,2.02,night,jar
jamjar,2,jam+jar ratingcmp=85.6,85.566666,0.0,jam,jar
lockjaw,2,lock+jaw ratingcmp=76.8,76.827583,2.467925401200141,lock,jaw
tearjerker,2,tear+jerker ratingcmp=45.8,45.828571,2.069985392528103,tear,jerker
jumbojet,2,jumbo+jet ratingcmp=88.2,88.214287,0.0,jumbo,jet
fanjet,2,fan+jet ratingcmp=41.6,41.607143,1.592864137808441,fan,jet
bubblejet,2,bubble+jet ratingcmp=57.9,57.862068,0.0,bubble,jet
propjet,2,prop+jet ratingcmp=43.1,43.119999,0.0,prop,jet
ramjet,2,ram+jet ratingcmp=21.7,21.708334,2.069985392528103,ram,jet
twinjet,2,twin+jet ratingcmp=73.1,73.074074,0.0,twin,jet
ramjets,2,ram+jets ratingcmp=27.1,27.08,1.592864137808441,ram,jets
blowjob,2,blow+job ratingcmp=43.7,43.666668,3.210912234520534,blow,job
stockjobber,2,stock+jobber ratingcmp=34.5,34.533333,0.0,stock,jobber
killjoy,2,kill+joy ratingcmp=60.0,59.972973,2.689774150816497,kill,joy
killjoys,2,kill+joys ratingcmp=67.1,67.074074,1.592864137808441,kill,joys
showjumping,2,show+jumping ratingcmp=70.5,70.516129,1.89,show,jumping
barkeep,2,bar+keep ratingcmp=68.2,68.225807,2.999404318242396,bar,keep
beekeeper,2,bee+keeper ratingcmp=85.4,85.384613,2.29183414214446,bee,keeper
timekeeper,2,time+keeper ratingcmp=73.7,73.650002,2.136932182158717,time,keeper
groundskeeper,2,grounds+keeper ratingcmp=80.9,80.928574,2.570587743097289,grounds,keeper
bookkeeper,2,book+keeper ratingcmp=78.7,78.692307,3.111378077686329,book,keeper
netkeeper,2,net+keeper ratingcmp=70.5,70.533333,0.0,net,keeper
tollkeeper,2,toll+keeper ratingcmp=75.7,75.727272,0.0,toll,keeper
gamekeeper,2,game+keeper ratingcmp=66.1,66.128204,2.371015388192085,game,keeper
groundkeeper,2,ground+keeper ratingcmp=79.6,79.571426,0.0,ground,keeper
storekeeper,2,store+keeper ratingcmp=86.6,86.605263,2.547106647247766,store,keeper
innkeeper,2,inn+keeper ratingcmp=78.0,77.974358,2.653561978162053,inn,keeper
greenskeeper,2,greens+keeper ratingcmp=66.1,66.125,2.405777494451296,greens,keeper
hotelkeeper,2,hotel+keeper ratingcmp=83.8,83.760002,1.592864137808441,hotel,keeper
gatekeeper,2,gate+keeper ratingcmp=76.7,76.724998,2.848136642911747,gate,keeper
peacekeeper,2,peace+keeper ratingcmp=91.1,91.10714,2.634256822966666,peace,keeper
doorkeeper,2,door+keeper ratingcmp=75.9,75.921051,1.893894133472422,door,keeper
housekeeper,2,house+keeper ratingcmp=71.4,71.375,3.767505330468889,house,keeper
shopkeeper,2,shop+keeper ratingcmp=73.2,73.230766,2.614053436878379,shop,keeper
barkeeper,2,bar+keeper ratingcmp=67.3,67.333336,1.893894133472422,bar,keeper
scorekeeper,2,score+keeper ratingcmp=84.7,84.659088,2.136932182158717,score,keeper
lockkeeper,2,lock+keeper ratingcmp=79.0,79.041664,0.0,lock,keeper
goalkeeper,2,goal+keeper ratingcmp=69.7,69.724998,2.522283063522734,goal,keeper
gamekeepers,2,game+keepers ratingcmp=79.5,79.466667,1.87,game,keepers
doorkeepers,2,door+keepers ratingcmp=86.0,85.962959,1.27,door,keepers
barkeepers,2,bar+keepers ratingcmp=73.5,73.541664,0.0,bar,keepers
gatekeepers,2,gate+keepers ratingcmp=84.4,84.440002,2.246076651583785,gate,keepers
scorekeepers,2,score+keepers ratingcmp=86.9,86.85714,1.592864137808441,score,keepers
groundskeepers,2,grounds+keepers ratingcmp=72.6,72.639999,1.768955396864122,grounds,keepers
innkeepers,2,inn+keepers ratingcmp=89.9,89.884613,1.98,inn,keepers
timekeepers,2,time+keepers ratingcmp=89.4,89.39286,1.84,time,keepers
goalkeepers,2,goal+keepers ratingcmp=85.6,85.60714,1.592864137808441,goal,keepers
peacekeepers,2,peace+keepers ratingcmp=87.4,87.428574,2.87161773876127,peace,keepers
housekeepers,2,house+keepers ratingcmp=79.8,79.770836,2.547106647247766,house,keepers
shopkeepers,2,shop+keepers ratingcmp=89.3,89.300003,2.437962177822698,shop,keepers
bookkeepers,2,book+keepers ratingcmp=82.1,82.125,1.893894133472422,book,keepers
beekeepers,2,bee+keepers ratingcmp=90.2,90.25,1.990804146480479,bee,keepers
storekeepers,2,store+keepers ratingcmp=84.3,84.26667,1.893894133472422,store,keepers
housekeeping,2,house+keeping ratingcmp=85.4,85.433334,3.479354862980923,house,keeping
safekeeping,2,safe+keeping ratingcmp=73.6,73.615387,2.963932000080177,safe,keeping
bookkeeping,2,book+keeping ratingcmp=77.0,77.034485,2.882898749170959,book,keeping
beekeeping,2,bee+keeping ratingcmp=87.9,87.875,1.768955396864122,bee,keeping
timekeeping,2,time+keeping ratingcmp=76.9,76.851852,1.592864137808441,time,keeping
peacekeeping,2,peace+keeping ratingcmp=91.4,91.440002,1.768955396864122,peace,keeping
barkeeps,2,bar+keeps ratingcmp=58.0,58.0,0.0,bar,keeps
handkerchief,2,hand+kerchief ratingcmp=42.0,42.0,3.624272602060065,hand,kerchief
handkerchiefs,2,hand+kerchiefs ratingcmp=66.1,66.066666,2.738992173486679,hand,kerchiefs
teakettle,2,tea+kettle ratingcmp=81.0,81.0,2.194924129136403,tea,kettle
teakettles,2,tea+kettles ratingcmp=85.0,85.034485,0.0,tea,kettles
turnkey,2,turn+key ratingcmp=55.7,55.65625,2.069985392528103,turn,key
latchkey,2,latch+key ratingcmp=51.5,51.46154,2.522283063522734,latch,key
passkey,2,pass+key ratingcmp=80.8,80.774193,2.768955396864123,pass,key
latchkeys,2,latch+keys ratingcmp=45.8,45.75,1.592864137808441,latch,keys
turnkeys,2,turn+keys ratingcmp=50.4,50.392857,0.0,turn,keys
passkeys,2,pass+keys ratingcmp=57.8,57.785713,1.768955396864122,pass,keys
dropkick,2,drop+kick ratingcmp=80.2,80.23333,1.893894133472422,drop,kick
sidekick,2,side+kick ratingcmp=35.9,35.891891,3.431713228545696,side,kick
placekicker,2,place+kicker ratingcmp=51.1,51.107143,1.768955396864122,place,kicker
dropkicker,2,drop+kicker ratingcmp=77.8,77.785713,0.0,drop,kicker
dropkicks,2,drop+kicks ratingcmp=67.9,67.916664,1.38,drop,kicks
sidekicks,2,side+kicks ratingcmp=52.5,52.48,2.723197906303447,side,kicks
roadkill,2,road+kill ratingcmp=80.6,80.599998,2.653561978162053,road,kill
lambkill,2,lamb+kill ratingcmp=51.2,51.200001,0.0,lamb,kill
painkiller,2,pain+killer ratingcmp=87.5,87.5,2.738992173486679,pain,killer
weedkiller,2,weed+killer ratingcmp=91.6,91.559998,1.75,weed,killer
painkillers,2,pain+killers ratingcmp=80.5,80.535713,3.246076651583785,pain,killers
brickkiln,2,brick+kiln ratingcmp=54.2,54.18182,0.0,brick,kiln
limekiln,2,lime+kiln ratingcmp=32.0,32.0,1.37,lime,kiln
mankind,2,man+kind ratingcmp=57.5,57.512821,3.943112156142604,man,kind
humankind,2,human+kind ratingcmp=57.7,57.743591,2.848136642911747,human,kind
womankind,2,woman+kind ratingcmp=42.5,42.5,2.29183414214446,woman,kind
blatherskite,2,blathers+kite ratingcmp=25.3,25.272728,0.0,blathers,kite
paperknife,2,paper+knife ratingcmp=50.4,50.400002,0.0,paper,knife
pocketknife,2,pocket+knife ratingcmp=81.6,81.615387,2.547106647247766,pocket,knife
drawknife,2,draw+knife ratingcmp=42.7,42.666668,0.0,draw,knife
jackknife,2,jack+knife ratingcmp=51.8,51.75,2.29183414214446,jack,knife
penknife,2,pen+knife ratingcmp=53.6,53.57143,2.246076651583785,pen,knife
jackknives,2,jack+knives ratingcmp=36.3,36.26923,1.893894133472422,jack,knives
penknives,2,pen+knives ratingcmp=49.0,49.0,1.592864137808441,pen,knives
pocketknives,2,pocket+knives ratingcmp=85.1,85.125,1.768955396864122,pocket,knives
doorknob,2,door+knob ratingcmp=86.0,86.0,3.231353394763079,door,knob
doorknobs,2,door+knobs ratingcmp=86.3,86.259262,2.522283063522734,door,knobs
stumpknocker,2,stump+knocker ratingcmp=37.7,37.666668,0.0,stump,knocker
doorknocker,2,door+knocker ratingcmp=78.2,78.224998,2.069985392528103,door,knocker
doorknockers,2,door+knockers ratingcmp=71.7,71.708336,0.0,door,knockers
bowknot,2,bow+knot ratingcmp=64.4,64.366669,1.18,bow,knot
slipknot,2,slip+knot ratingcmp=67.6,67.599998,2.194924129136403,slip,knot
topknot,2,top+knot ratingcmp=49.4,49.432434,2.246076651583785,top,knot
topknots,2,top+knots ratingcmp=66.8,66.821426,1.592864137808441,top,knots
slipknots,2,slip+knots ratingcmp=54.8,54.791668,1.592864137808441,slip,knots
shoelace,2,shoe+lace ratingcmp=81.7,81.717949,2.882898749170959,shoe,lace
bootlace,2,boot+lace ratingcmp=68.3,68.340912,1.592864137808441,boot,lace
necklace,2,neck+lace ratingcmp=59.0,58.977272,3.989063484904178,neck,lace
